lefteye1_x,lefteye1_y,lefteye1_z,lefteye1_error,lefteye1_ncams,lefteye1_score,lefteye2_x,lefteye2_y,lefteye2_z,lefteye2_error,lefteye2_ncams,lefteye2_score,righteye1_x,righteye1_y,righteye1_z,righteye1_error,righteye1_ncams,righteye1_score,righteye2_x,righteye2_y,righteye2_z,righteye2_error,righteye2_ncams,righteye2_score,leyebrow1_x,leyebrow1_y,leyebrow1_z,leyebrow1_error,leyebrow1_ncams,leyebrow1_score,leyebrow2_x,leyebrow2_y,leyebrow2_z,leyebrow2_error,leyebrow2_ncams,leyebrow2_score,leyebrow3_x,leyebrow3_y,leyebrow3_z,leyebrow3_error,leyebrow3_ncams,leyebrow3_score,reyebrow1_x,reyebrow1_y,reyebrow1_z,reyebrow1_error,reyebrow1_ncams,reyebrow1_score,reyebrow2_x,reyebrow2_y,reyebrow2_z,reyebrow2_error,reyebrow2_ncams,reyebrow2_score,reyebrow3_x,reyebrow3_y,reyebrow3_z,reyebrow3_error,reyebrow3_ncams,reyebrow3_score,lear_x,lear_y,lear_z,lear_error,lear_ncams,lear_score,rear_x,rear_y,rear_z,rear_error,rear_ncams,rear_score,nose1_x,nose1_y,nose1_z,nose1_error,nose1_ncams,nose1_score,nose2_x,nose2_y,nose2_z,nose2_error,nose2_ncams,nose2_score,nose3_x,nose3_y,nose3_z,nose3_error,nose3_ncams,nose3_score,nose4_x,nose4_y,nose4_z,nose4_error,nose4_ncams,nose4_score,uplip_x,uplip_y,uplip_z,uplip_error,uplip_ncams,uplip_score,lowlip_x,lowlip_y,lowlip_z,lowlip_error,lowlip_ncams,lowlip_score,llip_x,llip_y,llip_z,llip_error,llip_ncams,llip_score,rlip_x,rlip_y,rlip_z,rlip_error,rlip_ncams,rlip_score,chin_x,chin_y,chin_z,chin_error,chin_ncams,chin_score,M_00,M_01,M_02,M_10,M_11,M_12,M_20,M_21,M_22,center_0,center_1,center_2,fnum
24.04665876834917,-0.6734741086970573,-0.9464128728616856,1.916954433212396,2.0,0.9999997615814208,49.21361081354172,-1.3081239720743412,5.642339336907966,1.8215999369127336,2.0,1.0,-15.625432987978895,0.5648495778455818,-7.507426679928415,0.5512343310778662,2.0,0.9999997615814208,-39.8563952561664,1.6059697788908025,-10.691285479721664,1.1626554514962442,2.0,1.0,22.17701466032753,-1.5024436983913354,18.799143368079697,1.9796259866011257,2.0,0.9999991655349731,39.34092504956274,-1.579400443664742,26.56580531133628,3.265169274322681,2.0,0.9999999403953552,57.6421206977239,-1.531589655560648,22.62875137364354,2.8001925651104047,2.0,0.9999998807907104,-14.820513363170749,0.0563552352402467,13.931304040191094,0.997339475881452,2.0,0.9999988079071044,-40.13343223956159,1.062147978056604,13.521884400104128,2.481772584240442,2.0,0.9999994039535522,-52.15378989046933,2.1486667562132418,1.2475231394865318,0.4506300493357164,2.0,0.9999996423721312,79.7865270328978,-0.0929127787648305,-10.126292705517656,1.22718507073688,2.0,1.0,-64.14239822503899,4.655939092301004,-42.31735607835166,2.061832133006112,2.0,0.9999998807907104,3.891891461898922,-0.6882314689603461,-0.7186026646808585,0.7255068319291323,2.0,0.9999958276748656,13.50233791103676,-1.757640875240444,-45.020017269676345,0.634634612290218,2.0,1.0,29.28538760073181,-1.499816389444387,-38.66977321808278,1.6056407230567689,2.0,0.9999998807907104,-4.573922580386494,-0.4201765207028352,-45.47898243328584,2.109314081133084,2.0,0.9999998807907104,16.41576463328164,-0.9025408010818764,-66.64481618138313,2.626451319068157,2.0,0.9999998211860656,17.963846313940678,-1.0531865737685635,-79.2223244327463,1.8655837090710223,2.0,1.0,45.704718337347146,-1.552187386750468,-64.86588641389328,2.103653027067663,2.0,1.0,-10.513471895542438,0.7228039866621003,-74.98538974059919,2.5497160410462145,2.0,1.0,24.58579420825714,-1.1395495666636428,-120.1937453295792,0.6826885867813139,2.0,0.9999998807907104,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,170
23.75215452791053,-0.6482006859356062,-0.2998561512030875,1.9943757595799727,2.0,0.9999996423721312,49.08398240075803,-1.2877358293683194,6.465507327018756,1.7124435336597643,2.0,0.9999998807907104,-15.876278580185373,0.6254080476265607,-6.734944207839106,0.4695856169044792,2.0,0.9999996423721312,-40.041155373075895,1.6464090769109738,-10.02976635140024,1.356008445259722,2.0,1.0,21.8685102589279,-1.5422227238750068,20.64809221456505,1.2782545822579858,2.0,0.9999991655349731,39.076205291162296,-1.617065621051502,28.531111779707416,3.4964812502159965,2.0,0.999998927116394,57.31602881653464,-1.5106307932265786,23.951821643517505,1.8829111140326424,2.0,0.9999998807907104,-15.123067380212618,0.0844146653891755,15.448590959163596,1.2188819205235149,2.0,0.99999737739563,-40.43792333122437,1.0481536229466073,15.321243612972594,2.258150989326941,2.0,0.999998152256012,-52.44715906068707,2.195876092994503,2.5720545926319005,0.1653482448608423,2.0,0.999999225139618,79.66252523906516,-0.0312805344666102,-10.091612390336437,1.1929209706745587,2.0,1.0,-64.29857448561509,4.705202616575356,-42.05016683275144,1.270553371337638,2.0,1.0,3.5360322279694287,-0.6653649458852513,-0.0485003684110623,0.4053410251593212,2.0,0.9999918937683104,13.281612460945723,-1.7559359971612345,-44.06903301873402,0.7311614994245799,2.0,1.0,29.02570788560655,-1.496952546598994,-38.425143462642296,1.7747222082051983,2.0,0.9999998807907104,-4.451824333705275,-0.4365630130515789,-45.13773977880186,1.9267531890868803,2.0,0.9999998211860656,16.582998837481483,-0.9057647945378022,-66.7018500482846,3.547631951641001,2.0,0.9999996423721312,18.234472091868184,-1.054011285892102,-80.39398314535964,3.499107501012663,2.0,1.0,45.168465165313336,-1.5430904245664472,-65.82383037888148,3.2492782072702138,2.0,1.0,-9.619569983282744,0.6970646861388055,-75.65353355279615,3.760495584076797,2.0,1.0,24.46677007460821,-1.1270665660989678,-120.08278987540125,1.3115379696569112,2.0,1.0,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,171
23.48995664557665,-0.5894521538286988,0.4351069206671596,2.076581342683034,2.0,0.9999996423721312,48.90814743318722,-1.2211897526559703,7.317892740776983,1.8069319683761709,2.0,0.9999999403953552,-16.14451849146029,0.7246200784589156,-5.901823472493973,0.4658058820595007,2.0,0.9999996423721312,-40.24175644035596,1.714897009682808,-9.310265742308808,1.4718149424413347,2.0,1.0,21.54698883584794,-1.536917669358509,22.473964547096884,0.749436775740826,2.0,0.999999225139618,38.79483584555348,-1.611976259898004,30.503483035316208,3.4504021865903622,2.0,0.9999968409538268,57.029819613939424,-1.441674278322168,25.24671705399443,1.8543732363933847,2.0,0.9999998807907104,-15.472531741018985,0.1152197237929328,16.985241042662622,1.3558598599525862,2.0,0.9999951720237732,-40.76979652355732,1.0889921505107625,17.059581897598022,2.102739079650443,2.0,0.9999980926513672,-52.74566844873817,2.2627112382376,3.896064645551036,0.7291906766880953,2.0,0.999998927116394,79.49576813019914,0.047373059658561,-9.993379555219576,0.8801572533818721,2.0,1.0,-64.49538046691973,4.7410291596576,-41.64826664547475,0.6569482635114704,2.0,0.9999998807907104,3.1692662927308675,-0.6279566684824154,0.6541029770478701,0.6665756317206937,2.0,0.9999914169311525,13.04181742759596,-1.7247852802127888,-43.0473438985293,0.792102500705314,2.0,1.0,28.747538655389437,-1.4372520551360637,-38.03858079236882,1.7992781268559024,2.0,0.9999998807907104,-4.448777027918766,-0.4144931333556343,-44.65068793927749,1.7213264262786667,2.0,1.0,16.654404065233223,-0.898326423392561,-66.54337634948456,3.18354914070686,2.0,0.9999997615814208,18.427951971418334,-1.0114766479097843,-81.34232936957576,3.860147312940463,2.0,1.0,44.58191427540862,-1.4670806835792265,-66.57915333622977,3.322657708169788,2.0,0.9999999403953552,-8.839591884178105,0.7038599510685444,-76.107506126601,3.6766314995325993,2.0,1.0,24.284856629179814,-1.0552927364673934,-119.9066321021966,1.3859396674315387,2.0,0.9999998807907104,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,172
23.26284261075554,-0.5031711363176754,1.242233287370475,2.122043175086985,2.0,0.9999997615814208,48.69781498238356,-1.0966967293950771,8.179585052193218,1.68753239574006,2.0,1.0,-16.423358851836,0.8480506764083771,-5.025035872937849,0.4455938160083723,2.0,0.9999997615814208,-40.4546552159005,1.8031084296582731,-8.54758083248828,1.6925616042828076,2.0,1.0,21.218027768566543,-1.4746806937634993,24.22979222997111,0.7597377147387916,2.0,0.9999995231628418,38.49698902466167,-1.5476341185279132,32.427468041135214,3.4182731961459845,2.0,0.9999986886978148,56.775476828345006,-1.3098020101854466,26.478332211237287,1.61977470046517,2.0,0.9999998807907104,-15.860987776096492,0.1533473983241826,18.50614661878042,1.5230094089509474,2.0,0.999994456768036,-41.12029848647822,1.16893197920923,18.70072015895562,2.4047880869082734,2.0,0.9999991655349731,-53.05175878874114,2.3421310093239534,5.193217108152595,1.1493762911131566,2.0,0.9999995231628418,79.28621908538076,0.1427248159319916,-9.826757884509874,1.08137174546384,2.0,1.0,-64.7295430514397,4.77575763369752,-41.139103104613525,0.4124699229802167,2.0,0.9999998807907104,2.799376443734559,-0.5723766699954496,1.386117069825545,0.6682238896298823,2.0,0.9999886751174928,12.786524494036628,-1.6545805327360803,-41.978989146477474,0.4302206206747103,2.0,0.9999998807907104,28.45964581547966,-1.3261860447724736,-37.52702245204138,2.070558223851804,2.0,0.9999998807907104,-4.550345271966478,-0.3528910021353013,-44.03719840348728,1.5208243736951228,2.0,0.9999999403953552,16.632546557815374,-0.8623271099334993,-66.1779552916137,2.3485237426335868,2.0,0.9999995827674866,18.532768013193817,-0.9268785043670248,-82.02158942704668,3.5456910882877795,2.0,0.9999998807907104,43.97104851696176,-1.3365961170864793,-67.10383666346999,1.6592463909192758,2.0,1.0,-8.204310461762674,0.7379477752990837,-76.33484275138588,2.599695377079825,2.0,1.0,24.047586990148147,-0.9252084645655856,-119.65940339338172,1.2552748818775608,2.0,0.9999998807907104,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,173
23.06835106855829,-0.3937088029659072,2.095129878364389,2.0829536554282013,2.0,0.9999996423721312,48.46779582861132,-0.9243449365012708,9.028426463091108,1.8764869426255963,2.0,0.9999998807907104,-16.702796859236145,0.981928603541128,-4.125856189448548,0.4795710719896969,2.0,0.9999998807907104,-40.67298085947601,1.9102304644361856,-7.762905489133274,1.7868369279712053,2.0,1.0,20.892230736345937,-1.3571823254303013,25.87632836307164,0.5148629750332024,2.0,0.9999984502792358,38.19285799721544,-1.4250666383494313,34.257807167193704,3.187345121165424,2.0,0.9999975562095642,56.54664851567389,-1.1179375133049163,27.61874876744588,1.888950380726295,2.0,0.9999996423721312,-16.267435778989693,0.2168431937567412,19.97595949676939,1.862371431815781,2.0,0.9999934434890748,-41.47410473279732,1.2817479724459702,20.223301329574312,2.189423836610486,2.0,0.9999994039535522,-53.36164127803572,2.442392069499313,6.440414658515735,1.3221378999372486,2.0,0.9999994039535522,79.03921933265536,0.2585073130318598,-9.59202592267424,0.5488474164528989,2.0,1.0,-64.9910380884696,4.825815125857012,-40.55596780275228,0.3845282979411279,2.0,0.9999998807907104,2.4396774248652093,-0.4826983493425878,2.139375836554322,0.8166750045019757,2.0,0.9999924898147584,12.524689438400516,-1.5388535045006897,-40.89531058633585,0.5249681705278716,2.0,0.9999998807907104,28.1683544340749,-1.1725898043401202,-36.91944560766639,2.231698948224764,2.0,0.9999998807907104,-4.730494298917989,-0.2516097466789979,-43.32481277328714,2.050128339703312,2.0,0.9999998807907104,16.53377452349116,-0.7924447514221242,-65.63910536865234,2.442641830886177,2.0,0.9999989867210388,18.54994384024644,-0.8169343215834566,-82.41817756387553,2.1176348371502653,2.0,1.0,43.36096090476085,-1.1752133200581731,-67.40031488030701,2.31386070857846,2.0,1.0,-7.724630492417674,0.8154605901511047,-76.35027537608316,2.2104246975851427,2.0,1.0,23.77204247708485,-0.759550661836176,-119.34484683757783,1.152723278727962,2.0,0.9999998807907104,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,174
22.90267269900661,-0.2614957040825558,2.9632373486031867,2.0892071607225056,2.0,0.9999991655349731,48.2340750430493,-0.7460980546566276,9.842539974630668,1.575659336099089,2.0,1.0,-16.96890341530292,1.123446610374014,-3.2273771930361264,0.4874817667581886,2.0,0.9999997615814208,-40.887379368658216,2.037675126034973,-6.978507169402164,1.776785383556303,2.0,0.9999999403953552,20.58417254544463,-1.2053067632315404,27.38260377884085,1.2411466154739157,2.0,0.9999982118606568,37.90080308801208,-1.2706406403954205,35.958152076618305,3.037126542460656,2.0,0.9999972581863404,56.34000329549042,-0.9082280066491252,28.64765585302453,1.4760261379000406,2.0,0.9999994039535522,-16.6713718962329,0.3200053697413061,21.366543571621733,2.6546174055248484,2.0,0.9999947547912598,-41.815870978666126,1.4225251730977675,21.61389862488353,2.711491142356056,2.0,0.9999996423721312,-53.66946759522767,2.5626715322887605,7.619426060353959,1.3525947167496963,2.0,0.9999994039535522,78.76532456936494,0.3960754445359562,-9.299077497511384,0.341757385101488,2.0,1.0,-65.26703026072843,4.903525917410665,-39.93632074601192,1.2511249904275208,2.0,0.9999998807907104,2.107896202663028,-0.3526048654137987,2.900796209164696,0.7225128599337493,2.0,0.9999923706054688,12.268573605768836,-1.38509228199516,-39.82875956742205,0.7664710244512815,2.0,1.0,27.886785658173267,-0.9971822131500296,-36.24661227456051,2.450243354568251,2.0,0.9999998807907104,-4.959624663917765,-0.122707274619298,-42.54566437088696,1.8595069991765036,2.0,0.9999998807907104,16.381357972961723,-0.6963177518352772,-64.9728404927676,2.679373236212267,2.0,0.9999984502792358,18.49009430619836,-0.6969176196253564,-82.54814556939615,1.3748910530377862,2.0,0.9999999403953552,42.7768273482838,-0.998543100011556,-67.4866359680529,2.343397414847916,2.0,1.0,-7.393206675559071,0.9076546794571848,-76.18402455155403,2.180013489872824,2.0,1.0,23.47663167680844,-0.5876050286927139,-118.97443630990576,0.9895307632046976,2.0,1.0,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,175
22.758722875607702,-0.1155458593710996,3.815750921248494,1.720070177677644,2.0,0.9999991059303284,48.01294636189439,-0.5814323644705688,10.603546529953178,1.6974626398529191,2.0,1.0,-17.208647100225065,1.265680294608348,-2.3526280006665274,0.710283988863716,2.0,0.9999997615814208,-41.090559307962806,2.177889600192102,-6.217746552151709,2.164085894871404,2.0,1.0,20.30897776229773,-1.0409230498480646,28.72387851809947,0.9905257344521056,2.0,0.9999968409538268,37.635864313155054,-1.103233375190694,37.502383281209546,3.716277518344789,2.0,0.9999970197677612,56.15867388139705,-0.7163889988543417,29.55310738486156,1.530189551226934,2.0,0.9999988079071044,-17.0562114259034,0.4602657506474727,22.655757027204885,2.726679562205681,2.0,0.999993860721588,-42.132404408892896,1.5795977538503898,22.86432683075633,2.33726695508756,2.0,0.9999994039535522,-53.96734484355101,2.698290019456504,8.715403956071611,1.1942831723709455,2.0,0.9999995827674866,78.47816685095293,0.5430547284745408,-8.962256413952474,0.1533592345059422,2.0,1.0,-65.54676943164566,5.010210579311149,-39.31382558729035,0.4805476407131349,2.0,1.0,1.8180553577408036,-0.1989352262519794,3.653272825695197,0.5335438633252043,2.0,0.9999933242797852,12.025758686976957,-1.2111535590554148,-38.80696427347006,1.330311351091438,2.0,0.9999998807907104,27.623285577481084,-0.8230381696262299,-35.53854196776257,2.51889274814565,2.0,0.9999999403953552,-5.211474339576938,0.0264915630023807,-41.731141006884,2.012773337673829,2.0,0.9999998807907104,16.19625484661202,-0.585697525206637,-64.22658754717366,3.0765131704257103,2.0,0.9999983310699464,18.369935521144384,-0.5776830560561983,-82.446652695787,1.2597989423394316,2.0,0.9999998807907104,42.23722269619009,-0.8277853728968516,-67.39083922718312,2.3579398609194637,2.0,1.0,-7.191323268674836,1.0030129256620022,-75.8730513088743,2.190817768366038,2.0,1.0,23.18188990223905,-0.4215826272758249,-118.56404724591596,1.2843061216804808,2.0,1.0,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,176
22.6312678659269,0.0507903726559462,4.625255801774429,1.7323297173804957,2.0,0.9999994039535522,47.81688459252234,-0.4347701288378935,11.29710395946131,1.541204449661443,2.0,1.0,-17.41172630942539,1.4032778615915298,-1.5213362046905488,0.8151833240294695,2.0,0.999999701976776,-41.27763212034212,2.311813504413728,-5.501461765884159,1.542884199124606,2.0,0.9999999403953552,20.07816366166796,-0.8840336335047816,29.88836397616041,1.1888870322474063,2.0,0.999995231628418,37.40672917344153,-0.9475795596370205,38.87374880907701,3.823079710287376,2.0,0.999998152256012,56.00320265827631,-0.5602936878863005,30.332270367867157,0.9288713338366248,2.0,0.9999987483024596,-17.407859427243608,0.6232121997418467,23.829634541009582,2.981136617781155,2.0,0.999992847442627,-42.41282553437812,1.7463196041127276,23.97186059876273,2.299403904865122,2.0,0.9999996423721312,-54.2479721840644,2.840512443581094,9.717806455157373,1.1403097333546108,2.0,0.9999996423721312,78.18913098481698,0.6834265587642747,-8.596778703466484,0.3742330849514099,2.0,1.0,-65.82215121859777,5.135030794299354,-38.70955697550112,0.6824805546430542,2.0,0.9999999403953552,1.5784578416821375,-0.0359649118917566,4.378100753538121,0.8112279015059891,2.0,0.9999961853027344,11.80025453535518,-1.0528398045922849,-37.84887499240797,0.7906236203873586,2.0,0.9999997615814208,27.385477931369223,-0.6728187910643335,-34.82228983318653,2.629735927482136,2.0,0.9999999403953552,-5.4663658485198425,0.1811608157108111,-40.91050426665319,1.6892708509042431,2.0,0.9999997615814208,15.996539037396133,-0.4777594587110414,-63.44484460899686,3.294858170253375,2.0,0.9999988079071044,18.209118943142958,-0.4717182213920132,-82.15998319550174,1.754927232272598,2.0,0.9999998211860656,41.76083241579656,-0.6732744725458062,-67.14630565205555,2.8374800158388824,2.0,1.0,-7.094391526752418,1.0943944966478547,-75.45679579489041,2.223032292690879,2.0,1.0,22.90800821503697,-0.2605439470922412,-118.12839524595148,1.2671409459552,2.0,0.9999998807907104,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,177
22.51763667941347,0.2347577055862864,5.370676936692988,2.1506459992430127,2.0,0.9999995231628418,47.65294597286206,-0.3043875860133056,11.914273434816051,1.6458352201835202,2.0,1.0,-17.57383564515412,1.5346078268811425,-0.7495689228178151,0.7256317722987315,2.0,0.9999997615814208,-41.44296519505011,2.4447455123871933,-4.843546578139353,1.95664160211397,2.0,0.9999998807907104,19.899350789899188,-0.731149029227943,30.872598554553207,0.9220833709774034,2.0,0.9999948740005492,37.2161639051422,-0.8104315809651439,40.065194604526496,3.703137807217306,2.0,0.9999985694885254,55.87841287098348,-0.4325713460016303,30.990498694643563,0.9815598127867786,2.0,0.9999991655349731,-17.71706690509447,0.7895729464436201,24.88099437966835,2.890262605716914,2.0,0.9999945163726808,-42.651546304188926,1.9123689628723248,24.9388796906476,2.282823360011282,2.0,0.9999994039535522,-54.505176061299565,2.9842849797095248,10.619820640661883,1.205755125861553,2.0,0.9999995827674866,77.90941742454427,0.8038148913353034,-8.21848772113286,1.2250297917019497,2.0,1.0,-66.08681688474462,5.265977688565787,-38.13929087635302,0.3507437863806579,2.0,0.9999998807907104,1.3921750096015728,0.124051326579714,5.0588609671032,0.6921706300793145,2.0,0.99999737739563,11.59645092625101,-0.9121980163712742,-36.97042712206554,0.9142349642696944,2.0,0.9999998211860656,27.18167434231537,-0.5496171771754135,-34.11872244188993,2.467275852335652,2.0,0.9999998807907104,-5.712298465937806,0.3321584497808665,-40.11097601910239,1.6680841573864131,2.0,0.9999997615814208,15.795312897982058,-0.3737090211179108,-62.66663983299796,2.7975774074207203,2.0,0.9999991655349731,18.02457350480367,-0.3821000516833024,-81.73778201883161,1.5845430945904122,2.0,0.9999998211860656,41.36191224932841,-0.5307466188973748,-66.78936306833467,2.725654551136976,2.0,1.0,-7.081514310806256,1.184552198790481,-74.97396418215058,2.0840641719900974,2.0,1.0,22.668512278942984,-0.107031293746779,-117.68367686981428,1.0317515741184486,2.0,0.9999999403953552,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,178
22.41514193334456,0.4161209665382159,6.0381307343628094,2.669122575371236,2.0,0.999999701976776,47.52452061225708,-0.1891189126553989,12.45142922502751,1.550325710019668,2.0,1.0,-17.697200086507777,1.658077008505817,-0.0493743260080492,0.5666723061397854,2.0,0.9999997615814208,-41.58689353749324,2.5690224475008314,-4.254887341073228,1.171000282939041,2.0,0.9999999403953552,19.771784028037388,-0.5885276379587836,31.68292191600709,0.5308257243982875,2.0,0.9999951124191284,37.06130526798373,-0.6914429751854669,41.077879435081215,3.683705642866632,2.0,0.9999984502792358,55.78596076249932,-0.3264121144858158,31.53578055049813,0.672775042655007,2.0,0.9999990463256836,-17.980981057117205,0.9440109863338472,25.808196188019,3.0414950024259846,2.0,0.9999922513961792,-42.848684184234685,2.067697090439694,25.7705229556542,2.206718302941676,2.0,0.9999990463256836,-54.73431061780755,3.1299229343703416,11.41770587271222,1.2478267648719683,2.0,0.9999997615814208,77.6490779371963,0.9077050263084736,-7.841968914623706,0.4633663813450269,2.0,1.0,-66.33512011000704,5.396884953027072,-37.61163799848638,0.2782423956360051,2.0,0.9999999403953552,1.256707273617934,0.2728411581508538,5.683892368893055,0.6194309866794414,2.0,0.9999972581863404,11.415530841892917,-0.7879689908838188,-36.17906087821635,0.702769744669193,2.0,0.9999997615814208,27.018265855663373,-0.4410957335138938,-33.44636595412449,2.1825361455483225,2.0,0.9999999403953552,-5.943541101744529,0.4734217373494296,-39.36026532470859,1.0960266614232068,2.0,0.9999996423721312,15.601591229338029,-0.2743667971555368,-61.92206192024308,2.741398089869205,2.0,0.9999995231628418,17.833224569682187,-0.2947176666156181,-81.23125771583038,1.8779462200049584,2.0,0.9999998807907104,41.04475979594184,-0.3999661650764139,-66.35690735847992,2.924085395234401,2.0,1.0,-7.135127338806768,1.272356873206796,-74.46007015186586,2.0078829417523054,2.0,1.0,22.4687354681447,0.0402544546306025,-117.2459664962443,1.0966195889664594,2.0,0.9999998211860656,-0.9874467681445244,0.1560745193028102,0.0242821849373317,0.0253085346192371,0.0045919074392494,0.9996691414970736,-0.1559113791753537,-0.9877346095032136,0.0084842815354616,136.71294900670046,21.79689881654425,59.92521925898693,179
